transaction_id,store_id,product_id,quantity,date,total
165,4,116,2,2025-08-10,119342.06
166,3,79,2,2025-12-26,274896.42
167,3,115,1,2025-12-08,149911.2
168,4,181,2,2025-02-16,215539.7
169,4,189,3,2025-07-20,189250.71
170,2,101,2,2025-06-22,5726.5
171,1,138,5,2025-09-11,232734.8
172,4,108,1,2025-08-27,129395.98
173,3,200,3,2025-07-24,77344.98
174,3,179,2,2025-06-06,110999.58
175,2,182,4,2025-03-01,207586.2
176,3,6,2,2025-10-06,268672.4
177,2,184,4,2025-12-13,113454.72
178,4,37,1,2025-03-02,118059.22
179,2,118,3,2025-08-29,420259.2
180,3,87,5,2025-01-21,291338.8
181,2,84,5,2025-12-31,178373.75
182,3,115,2,2025-10-26,299822.4
183,4,117,1,2025-10-24,77872.8
184,4,15,4,2025-01-04,273162.72
185,3,131,1,2025-09-12,78858.95
186,3,173,1,2025-01-03,19583.37
187,4,129,4,2025-04-14,132780.04
188,2,182,3,2025-12-15,155689.65
189,4,43,4,2025-05-13,89568.2
190,1,188,3,2025-04-10,62274.42
191,1,157,3,2025-08-13,196910.58
192,3,120,4,2025-07-27,336790.88
193,3,11,5,2025-08-26,516254.65
194,4,75,2,2025-02-04,224358.6
195,4,30,5,2025-10-22,609786.6
196,4,5,1,2025-06-11,82326.55
197,3,129,1,2025-03-03,33195.01
198,2,3,5,2025-06-23,286399.6
199,1,91,3,2025-02-22,12563.31
200,2,126,5,2025-12-14,228983.15
201,1,14,5,2025-09-29,352981.95
202,1,45,1,2025-08-13,61227.71
203,2,196,3,2025-07-21,83878.59
204,1,169,4,2025-01-25,179683.32
205,4,184,3,2025-04-05,85091.04
206,2,193,5,2025-05-10,679370.75
207,4,109,3,2025-11-09,210078.54
208,1,118,2,2025-08-12,280172.8
209,3,126,4,2025-01-03,183186.52
210,3,115,5,2025-01-14,749556.0
211,2,126,4,2025-05-12,183186.52
212,4,110,5,2025-11-23,672822.0
213,4,6,4,2025-09-12,537344.8
214,3,82,4,2025-06-27,4154.24
215,3,151,1,2025-04-09,54738.05
216,1,141,1,2025-07-12,28734.97
217,4,125,3,2025-07-25,333554.61
218,3,194,1,2025-05-08,124279.09
219,1,167,2,2025-08-27,233159.22
220,2,37,4,2025-04-12,472236.88
221,2,174,2,2025-03-15,74666.1
222,3,94,5,2025-05-12,440870.55
223,4,181,1,2025-01-03,107769.85
224,1,73,1,2025-03-18,104313.5
225,4,102,5,2025-02-13,700460.75
226,2,57,5,2025-02-20,214820.45
227,2,187,3,2025-10-13,246071.46
228,2,150,4,2025-12-29,200025.88
229,1,167,5,2025-06-19,582898.05
230,2,112,2,2025-01-21,279383.74
231,3,105,3,2025-07-02,272468.49
232,2,133,4,2025-08-06,405935.0
233,1,65,1,2025-09-15,146293.27
234,1,138,3,2025-05-15,139640.88
235,4,82,4,2025-03-27,4154.24
236,2,92,3,2025-05-18,428683.65
237,1,190,3,2025-04-20,275177.85
238,2,94,3,2025-07-06,264522.33
239,4,184,5,2025-05-11,141818.4
240,2,184,4,2025-10-29,113454.72
241,3,124,3,2025-10-15,276042.66
242,4,134,4,2025-01-21,247408.6
243,1,93,3,2025-10-12,213880.77
244,4,49,4,2025-04-01,5531.12
245,3,145,2,2025-02-24,25478.08
246,4,62,3,2025-05-22,148201.5
247,4,143,2,2025-10-21,12993.2
248,4,122,3,2025-02-22,162048.57
249,4,194,5,2025-09-14,621395.45
250,3,167,4,2025-11-22,466318.44
251,2,188,3,2025-01-16,62274.42
252,1,116,4,2025-03-04,238684.12
253,2,46,5,2025-02-07,469619.8
254,2,21,4,2025-11-01,16001.36
255,2,108,2,2025-03-14,258791.96
256,1,51,5,2025-09-13,12669.65
257,3,141,2,2025-02-05,57469.94
258,4,27,3,2025-05-11,254040.39
259,3,65,5,2025-09-14,731466.35
260,1,7,3,2025-02-21,391453.08
261,2,122,5,2025-03-28,270080.95
262,4,21,3,2025-03-22,12001.02
263,4,94,5,2025-10-17,440870.55
264,2,114,2,2025-10-30,141173.62
265,2,71,4,2025-08-04,307195.24
266,4,191,4,2025-11-29,342702.04
267,4,5,5,2025-07-03,411632.75
268,3,168,1,2025-03-18,88227.36
269,3,180,1,2025-12-23,65246.51
270,1,57,4,2025-05-25,171856.36
271,1,160,2,2025-06-11,164180.82
272,1,181,5,2025-06-26,538849.25
273,2,2,3,2025-07-04,388018.35
274,3,96,4,2025-05-18,568570.92
275,4,16,2,2025-02-15,146196.26
276,2,147,2,2025-10-12,167380.92
277,3,58,3,2025-06-08,56040.75
278,4,166,1,2025-10-23,68895.71
279,4,169,3,2025-09-09,134762.49
280,3,98,2,2025-06-25,279926.24
281,3,158,3,2025-02-17,168003.87
282,4,98,4,2025-02-02,559852.48
283,1,33,2,2025-06-27,114172.48
284,2,54,5,2025-10-06,270911.75
285,1,155,4,2025-06-25,410263.56
286,2,160,4,2025-07-22,328361.64
287,2,11,2,2025-07-08,206501.86
288,1,74,4,2025-05-13,529140.96
289,4,100,2,2025-09-09,156180.84
290,4,169,3,2026-01-01,134762.49
291,2,18,3,2025-09-28,252409.44
292,2,92,4,2025-11-19,571578.2
293,3,60,2,2025-05-26,216672.64
294,1,42,1,2025-01-08,95093.37
295,4,56,2,2025-09-11,293507.84
296,1,174,2,2025-06-07,74666.1
297,2,42,3,2025-07-19,285280.11
298,3,50,5,2025-03-27,696197.7
299,2,24,3,2025-11-11,67195.41
300,1,158,3,2025-07-27,168003.87
301,2,172,1,2025-01-11,40155.81
302,1,131,1,2025-09-02,78858.95
303,4,41,5,2025-01-18,293482.15
304,4,168,2,2025-05-20,176454.72
305,4,37,1,2025-08-17,118059.22
306,1,95,5,2025-12-13,131698.55
307,3,146,4,2025-05-26,340637.56
308,2,36,1,2025-09-22,147719.23
309,4,34,2,2025-06-21,82589.72
310,3,105,5,2025-03-05,454114.15
311,3,54,4,2025-10-27,216729.4
312,3,29,2,2025-03-23,277888.16
313,2,3,1,2025-05-09,57279.92
314,1,151,3,2025-09-02,164214.15
315,4,138,3,2025-02-16,139640.88
316,4,45,4,2025-10-23,244910.84
317,4,3,3,2025-08-08,171839.76
318,2,110,1,2025-09-11,134564.4
319,1,129,3,2025-03-30,99585.03
320,1,15,2,2025-10-24,136581.36
321,2,93,1,2025-10-26,71293.59
322,3,45,1,2025-08-28,61227.71
323,4,82,3,2025-06-11,3115.68
324,4,104,1,2025-12-05,88509.43
325,1,107,5,2025-11-14,622788.8
326,3,84,3,2025-02-12,107024.25
327,1,145,5,2025-05-07,63695.2
328,2,110,2,2025-10-22,269128.8
329,1,153,3,2025-08-01,289950.99
330,2,150,3,2025-02-19,150019.41
331,1,160,4,2025-10-06,328361.64
332,1,4,2,2025-09-14,264574.28
333,2,152,2,2025-06-24,111335.42
334,3,81,5,2025-01-14,515793.15
335,2,51,2,2025-03-28,5067.86
336,4,141,4,2025-08-23,114939.88
337,1,38,2,2025-07-13,41726.0
338,1,108,5,2025-10-28,646979.9
339,2,36,1,2025-10-12,147719.23
340,1,170,2,2025-01-15,201786.58
341,1,196,5,2025-09-14,139797.65
342,4,120,1,2025-06-12,84197.72
343,3,174,2,2025-08-25,74666.1
344,1,128,3,2025-06-27,328231.77
345,4,146,3,2025-08-31,255478.17
346,1,124,3,2025-05-06,276042.66
347,1,22,3,2025-02-02,34527.21
348,1,141,2,2025-07-29,57469.94
349,4,148,3,2025-12-24,220613.4
350,2,181,3,2025-04-24,323309.55
351,3,21,4,2025-10-26,16001.36
352,3,86,2,2025-06-16,45791.12
353,4,186,3,2025-10-03,107948.46
354,4,186,3,2025-08-24,107948.46
355,4,37,5,2025-04-19,590296.1
356,4,19,4,2025-01-15,502980.8
357,4,141,3,2025-12-05,86204.91
358,2,66,5,2025-08-13,459500.55
359,3,142,3,2025-01-16,220960.2
360,2,56,1,2025-12-08,146753.92
361,1,97,4,2025-01-26,312471.68
362,1,200,4,2025-05-20,103126.64
363,4,168,4,2025-06-08,352909.44
364,2,172,2,2025-02-19,80311.62
365,2,5,4,2025-07-17,329306.2
366,1,156,5,2025-04-18,262313.9
367,3,25,1,2025-03-06,17034.68
368,4,132,4,2025-12-28,369677.72
369,1,173,4,2025-06-14,78333.48
370,4,37,3,2025-05-30,354177.66
371,2,47,4,2025-11-19,199909.04
372,1,79,5,2025-06-21,687241.05
373,3,185,3,2025-02-13,65259.66
374,4,164,2,2025-07-13,115095.62
375,2,115,3,2025-02-05,449733.6
376,1,147,4,2025-10-16,334761.84
377,1,9,2,2025-08-22,232870.88
378,1,122,1,2025-11-07,54016.19
379,1,35,4,2025-06-16,211615.08
380,2,56,4,2025-08-08,587015.68
381,3,177,5,2025-06-23,388338.8
382,2,65,4,2025-04-05,585173.08
383,3,4,1,2025-07-16,132287.14
384,3,173,1,2025-08-26,19583.37
385,1,109,3,2025-04-29,210078.54
386,2,34,5,2025-02-21,206474.3
387,2,120,1,2025-05-14,84197.72
388,4,192,4,2025-10-20,384051.52
389,3,193,4,2025-12-26,543496.6
390,2,195,5,2025-11-02,688725.5
391,3,145,2,2025-05-03,25478.08
392,4,79,5,2025-04-19,687241.05
393,4,89,1,2025-04-17,72550.61
394,1,133,2,2025-02-23,202967.5
395,4,130,3,2025-05-14,191077.44
396,2,79,3,2025-03-23,412344.63
397,4,14,4,2025-12-02,282385.56
398,3,22,3,2025-01-04,34527.21
399,1,84,2,2025-01-03,71349.5
400,2,126,1,2025-08-23,45796.63
401,1,56,4,2025-06-15,587015.68
402,3,182,5,2025-03-30,259482.75
403,1,153,2,2025-04-11,193300.66
404,1,177,1,2025-09-07,77667.76
405,2,133,2,2025-03-05,202967.5
406,1,192,1,2025-11-08,96012.88
407,2,172,2,2025-08-13,80311.62
408,3,176,3,2025-03-31,325836.87
409,3,134,2,2025-08-01,123704.3
410,3,69,1,2025-05-21,42819.65
411,3,42,5,2025-09-12,475466.85
412,2,193,1,2025-03-17,135874.15
413,1,32,2,2025-07-16,179540.14
414,2,193,4,2025-08-24,543496.6
415,1,117,3,2025-03-09,233618.4
416,3,103,3,2025-08-05,275827.59
417,4,119,4,2025-04-29,321791.88
418,3,160,2,2025-11-08,164180.82
419,3,137,4,2025-07-02,36908.88
420,1,198,5,2025-03-04,679871.95
421,3,67,2,2025-02-21,267951.24
422,4,166,5,2025-12-16,344478.55
423,2,196,2,2025-08-15,55919.06
424,4,76,2,2025-12-11,19362.02
425,3,75,5,2025-03-15,560896.5
426,2,119,3,2025-10-17,241343.91
427,2,17,4,2025-07-29,202933.36
428,1,21,3,2025-12-03,12001.02
429,1,120,2,2025-05-26,168395.44
430,4,117,4,2025-07-10,311491.2
431,4,139,2,2025-06-17,127891.58
432,1,46,5,2025-02-01,469619.8
433,1,154,5,2025-09-21,530750.4
434,2,13,3,2025-11-02,118858.02
435,1,155,5,2025-12-30,512829.45
436,3,88,4,2025-04-02,566317.4
437,2,128,3,2025-06-19,328231.77
438,2,14,4,2025-07-17,282385.56
439,1,78,1,2025-03-14,54414.12
440,3,127,3,2025-02-23,297716.7
441,1,93,4,2025-03-15,285174.36
442,3,169,1,2025-09-10,44920.83
443,4,194,3,2025-06-05,372837.27
444,3,78,2,2025-03-03,108828.24
445,4,93,2,2025-04-12,142587.18
446,4,122,4,2025-06-08,216064.76
447,4,14,3,2025-01-12,211789.17
448,1,100,3,2025-02-15,234271.26
449,2,198,5,2025-07-21,679871.95
450,3,42,3,2025-09-25,285280.11
451,3,43,2,2025-03-14,44784.1
452,3,79,1,2025-04-08,137448.21
453,2,14,2,2025-06-24,141192.78
454,3,151,1,2025-02-16,54738.05
455,2,193,5,2025-09-04,679370.75
456,4,76,3,2025-10-10,29043.03
457,2,15,1,2025-12-22,68290.68
458,1,29,1,2025-01-21,138944.08
459,4,32,3,2025-07-13,269310.21
460,2,68,3,2025-05-06,320268.87
461,2,84,5,2025-09-12,178373.75
462,2,146,5,2025-05-16,425796.95
463,1,59,5,2025-10-29,638173.9
464,1,118,2,2025-03-12,280172.8
465,3,157,1,2025-08-22,65636.86
466,1,139,1,2025-06-26,63945.79
467,2,1,1,2025-05-23,63580.36
468,1,92,4,2025-04-16,571578.2
469,2,59,3,2025-09-27,382904.34
470,3,142,3,2025-06-06,220960.2
471,2,73,4,2025-12-02,417254.0
472,2,15,2,2025-05-28,136581.36
473,3,144,1,2025-02-05,91884.5
474,3,132,4,2025-12-06,369677.72
475,4,103,5,2025-03-17,459712.65
476,4,182,3,2025-02-10,155689.65
477,1,89,1,2025-03-24,72550.61
478,1,109,4,2025-04-04,280104.72
479,2,112,2,2025-07-12,279383.74
480,3,16,4,2025-05-01,292392.52
481,2,155,4,2025-01-16,410263.56
482,4,75,1,2025-05-06,112179.3
483,3,77,1,2025-04-12,27364.6
484,1,99,3,2025-12-15,268993.62
485,4,145,3,2025-10-20,38217.12
486,2,25,2,2025-06-14,34069.36
487,4,84,5,2025-04-29,178373.75
488,3,121,3,2025-12-30,96769.38
489,2,107,3,2025-06-27,373673.28
490,3,91,3,2025-09-28,12563.31
491,1,149,4,2025-02-06,61588.32
492,2,154,4,2025-11-29,424600.32
493,3,109,2,2025-04-14,140052.36
494,2,125,2,2025-06-12,222369.74
495,4,118,3,2025-06-12,420259.2
496,3,177,2,2025-02-01,155335.52
497,3,182,5,2025-03-17,259482.75
498,4,56,3,2025-07-12,440261.76
499,2,162,1,2025-06-04,124220.99
500,1,143,5,2025-03-19,32483.0
501,4,191,2,2025-12-11,171351.02
502,2,13,4,2025-06-04,158477.36
503,4,95,2,2025-07-13,52679.42
504,1,31,5,2025-08-06,16151.3
505,1,125,4,2025-10-07,444739.48
506,1,32,2,2025-12-20,179540.14
507,4,196,1,2025-06-11,27959.53
508,2,16,5,2025-12-24,365490.65
509,2,147,5,2025-06-07,418452.3
510,3,193,5,2025-02-14,679370.75
511,3,92,1,2025-12-07,142894.55
512,2,38,5,2025-04-16,104315.0
513,4,55,4,2025-11-05,116480.6
514,2,94,2,2025-08-31,176348.22
515,2,48,4,2025-12-05,333883.2
516,2,196,1,2025-03-13,27959.53
517,3,53,1,2025-07-06,39785.32
518,2,14,1,2025-05-16,70596.39
519,3,168,4,2025-01-11,352909.44
520,2,55,2,2025-10-23,58240.3
521,3,172,4,2025-12-13,160623.24
522,1,192,1,2025-07-23,96012.88
523,1,135,2,2025-06-11,68740.6
524,1,132,4,2025-05-03,369677.72
525,2,23,5,2025-05-15,564299.2
526,3,78,5,2025-03-29,272070.6
527,3,37,2,2025-09-29,236118.44
528,1,133,3,2025-01-06,304451.25
529,4,187,3,2025-04-16,246071.46
530,2,146,3,2025-11-15,255478.17
531,3,30,1,2025-06-26,121957.32
532,4,77,5,2025-02-03,136823.0
533,3,159,4,2025-02-25,325029.72
534,3,36,2,2026-01-01,295438.46
535,1,106,3,2025-09-07,446672.79
536,3,12,5,2025-02-17,365680.1
537,1,98,4,2025-10-01,559852.48
538,3,97,4,2025-04-27,312471.68
539,3,65,2,2025-01-29,292586.54
540,4,80,1,2025-08-16,139027.16
541,2,63,2,2025-05-12,87894.2
542,4,100,4,2025-12-18,312361.68
543,4,139,2,2025-11-15,127891.58
544,2,80,4,2025-10-05,556108.64
545,4,32,5,2025-12-10,448850.35
546,4,119,3,2025-05-30,241343.91
547,2,193,2,2025-04-28,271748.3
548,3,113,2,2025-03-31,102083.58
549,4,110,5,2025-05-29,672822.0
550,1,179,4,2025-09-04,221999.16
551,3,104,2,2025-06-09,177018.86
552,3,197,1,2025-08-07,99744.63
553,1,16,3,2025-09-04,219294.39
554,1,180,4,2025-03-03,260986.04
555,1,112,5,2025-11-16,698459.35
556,3,86,4,2025-06-26,91582.24
557,3,107,3,2025-10-18,373673.28
558,1,116,4,2025-09-12,238684.12
559,1,46,4,2025-10-21,375695.84
560,1,34,2,2025-10-08,82589.72
561,2,81,5,2025-07-25,515793.15
562,2,29,2,2025-05-14,277888.16
563,2,154,1,2025-10-11,106150.08
564,1,67,1,2025-09-19,133975.62
565,3,151,3,2025-04-21,164214.15
566,3,177,1,2025-07-10,77667.76
567,1,92,2,2025-01-19,285789.1
568,4,55,5,2025-03-16,145600.75
569,3,97,1,2025-12-13,78117.92
570,4,50,5,2025-05-31,696197.7
571,4,137,1,2025-06-15,9227.22
572,1,154,1,2025-10-26,106150.08
573,2,111,4,2025-04-03,413440.04
574,3,36,3,2025-10-08,443157.69
575,3,66,1,2025-10-20,91900.11
576,4,114,3,2025-02-09,211760.43
577,3,105,3,2025-07-04,272468.49
578,3,100,4,2025-04-09,312361.68
579,4,67,5,2025-11-03,669878.1
580,2,136,2,2025-08-17,279314.22
581,2,130,3,2025-05-02,191077.44
582,2,109,1,2025-05-12,70026.18
583,3,147,5,2025-04-11,418452.3
584,1,169,4,2025-06-23,179683.32
585,3,101,2,2025-05-18,5726.5
586,3,14,4,2025-06-11,282385.56
587,2,166,4,2025-11-03,275582.84
588,2,14,1,2025-08-12,70596.39
589,2,28,4,2025-01-18,568530.0
590,1,88,5,2025-10-14,707896.75
591,1,198,2,2025-12-27,271948.78
592,1,174,2,2025-04-16,74666.1
593,2,14,2,2025-04-03,141192.78
594,1,4,1,2025-08-19,132287.14
595,3,93,3,2025-08-13,213880.77
596,1,157,1,2025-02-23,65636.86
597,2,86,1,2025-10-02,22895.56
598,3,192,5,2025-05-07,480064.4
599,4,98,1,2025-04-02,139963.12
600,2,181,1,2025-05-17,107769.85
601,1,83,2,2025-10-15,109264.92
602,3,71,4,2025-07-23,307195.24
603,4,48,4,2025-08-24,333883.2
604,3,101,4,2025-06-18,11453.0
605,4,99,3,2025-05-28,268993.62
606,2,64,2,2025-01-30,290026.36
607,1,195,1,2025-08-27,137745.1
608,3,110,5,2025-09-02,672822.0
609,1,197,3,2025-11-05,299233.89
610,2,147,5,2025-08-21,418452.3
611,4,146,5,2025-07-22,425796.95
612,1,153,2,2025-07-18,193300.66
613,4,52,2,2025-10-21,180747.94
614,3,19,3,2025-12-16,377235.6
615,1,74,3,2025-10-06,396855.72
616,4,10,4,2025-05-22,163390.36
617,2,195,4,2025-11-13,550980.4
618,2,118,4,2025-01-30,560345.6
619,4,70,3,2025-12-24,173114.37
620,4,187,5,2025-05-12,410119.1
621,3,65,2,2025-09-09,292586.54
622,3,164,3,2025-03-15,172643.43
623,1,117,2,2025-01-24,155745.6
624,4,68,1,2025-01-05,106756.29
625,1,158,3,2025-08-08,168003.87
626,4,187,5,2025-11-12,410119.1
627,4,60,5,2025-04-16,541681.6
628,2,141,5,2025-11-09,143674.85
629,4,142,4,2025-03-10,294613.6
630,1,169,5,2025-09-13,224604.15
631,4,15,5,2025-11-23,341453.4
632,1,15,2,2025-06-22,136581.36
633,4,183,2,2025-06-20,56273.46
634,3,148,4,2025-02-03,294151.2
635,2,63,5,2025-05-04,219735.5
636,4,31,5,2025-11-04,16151.3
637,4,181,2,2025-10-11,215539.7
638,3,120,4,2025-02-08,336790.88
639,4,3,2,2025-08-10,114559.84
640,1,171,4,2025-12-26,269787.0
641,4,2,4,2025-01-29,517357.8
642,2,156,4,2025-12-26,209851.12
643,2,158,5,2025-06-28,280006.45
644,4,29,2,2025-08-12,277888.16
645,3,187,4,2025-02-03,328095.28
646,4,146,5,2025-01-26,425796.95
647,3,135,1,2025-04-02,34370.3
648,1,37,5,2025-09-20,590296.1
649,4,133,3,2025-04-01,304451.25
650,1,29,1,2025-09-03,138944.08
651,3,21,5,2025-12-23,20001.7
652,3,106,4,2025-02-23,595563.72
653,2,193,2,2025-04-13,271748.3
654,3,49,1,2025-03-23,1382.78
655,3,42,5,2025-03-13,475466.85
656,4,173,1,2025-05-13,19583.37
657,1,54,3,2025-02-03,162547.05
658,2,1,5,2025-04-17,317901.8
659,1,86,1,2025-11-24,22895.56
660,1,172,5,2025-02-07,200779.05
661,4,41,2,2025-07-27,117392.86
662,4,98,1,2025-07-07,139963.12
663,2,78,1,2025-06-28,54414.12
664,3,116,1,2025-02-08,59671.03
665,1,193,5,2025-02-01,679370.75
666,3,105,5,2025-09-18,454114.15
667,3,193,4,2025-08-09,543496.6
668,1,167,1,2025-11-05,116579.61
669,4,111,4,2025-06-09,413440.04
670,3,41,5,2025-01-08,293482.15
671,2,79,1,2025-07-19,137448.21
672,3,126,4,2025-03-10,183186.52
673,3,136,1,2025-01-21,139657.11
674,2,38,3,2025-02-04,62589.0
675,1,85,2,2025-04-27,110695.54
676,2,64,2,2025-10-29,290026.36
677,1,7,2,2025-11-10,260968.72
678,1,71,2,2025-12-28,153597.62
679,2,25,3,2025-05-29,51104.04
680,1,173,5,2025-10-06,97916.85
681,4,16,3,2025-09-28,219294.39
682,4,3,1,2025-09-11,57279.92
683,2,59,3,2025-11-04,382904.34
684,1,122,5,2025-12-28,270080.95
685,1,111,4,2025-03-15,413440.04
686,1,73,3,2025-01-30,312940.5
687,1,115,5,2025-11-29,749556.0
688,4,120,1,2025-04-05,84197.72
689,1,196,1,2025-10-28,27959.53
690,3,126,2,2025-09-17,91593.26
691,2,164,5,2025-08-13,287739.05
692,2,62,2,2025-12-19,98801.0
693,2,171,2,2025-11-18,134893.5
694,3,63,3,2025-09-16,131841.3
695,3,153,5,2025-07-06,483251.65
696,2,143,2,2025-06-03,12993.2
697,3,99,3,2025-09-19,268993.62
